10-Digit BBL,"Street Number",Street Name,"DOF Gross Square Footage",Energy Star 1 to 100 Score,"Energy Efficiency Grade"
2032180011,2280,ANDREWS AVENUE NORTH,"6 9,552",82,B
2032180017,2290,ANDREWS AVENUE NORTH,"2 9,700",36,D
2032180020,2296,ANDREWS AVENUE NORTH,"2 9,700",100,A
2032180052,2325,DR M L KING JR BOULEVARD,"3 9,792",38,D
2032180054,2315,DR M L KING JR BOULEVARD,"3 9,792",43,D
2032180058,2305,DR M L KING JR BOULEVARD,"6 7,200",74,B
2032180066,2281,DR M L KING JR BOULEVARD,"4 6,210",29,D
2032180074,2265,DR M L KING JR BOULEVARD,"4 6,440",36,D
2032180078,2255,DR M L KING JR BOULEVARD,"4 3,176",46,D
2032190055,2400,WEBB AVENUE,"8 2,200",81,B
2032190082,2435,DEVOE TERRACE,"4 3,560",73,B
2032190156,2444,DEVOE TERRACE,"2 8,142",33,D
2032190175,2492,DEVOE TERRACE,"4 5,090",100,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032190212,111,FATHER ZEISER PLACE,"2 7,040",61,C
2032190228,143,FATHER ZEISER PLACE,"4 9,248",59,C
2032190232,153,FATHER ZEISER PLACE,"1 30,130",53,D
2032200001,2500,WEBB AVENUE,"6 0,133",43,D
2032200016,2550,WEBB AVENUE,"2 16,000","missing required benchmarkinginformation",F
2032200032,2552,WEBB AVENUE,"5 2,776",98,A
2032200037,100,WEST KINGSBRIDGE ROAD,"2 35,297",2,D
2032200051,2553,UNIVERSITY AVENUE,"4 5,073","missing required benchmarkinginformation",F
2032200090,2545,UNIVERSITY AVENUE,"1 73,369",11,D
2032200096,2523,UNIVERSITY AVENUE,"5 8,585",61,C
2032200102,2515,UNIVERSITY AVENUE,"7 2,670",35,D
2032200110,2505,UNIVERSITY AVENUE,"3 2,000",51,D
2032200040,2553,UNIVERSITY AVENUE,"2 8,595","missing required benchmarkinginformation",F
2032210024,1944,LORING PLACE SOUTH,"2 5,065",66,C
2032210026,150,WEST 179 STREET,"3 3,564","missing required benchmarkinginformation",F
2032220100,1900,SEDGWICK AVENUE,"5 9,713",62,C
2032230030,130,WEST 183 STREET,"5 9,475",55,C
2032230034,120,WEST 183 STREET,"5 8,824",94,A
2032240017,2226,LORING PLACE NORTH,"3 1,050",30,D
2032240020,114,WEST 183 STREET,"8 8,596",76,B
2032240032,102,WEST 183 STREET,"5 4,000",44,D
2032240009,2195,ANDREWS AVENUE NORTH,"1 44,000",11,D
2032250001,103,WEST 183 STREET,"2 9,520",27,D
2032250007,111,WEST 183 STREET,"5 0,000",51,D
2032250015,2280,LORING PLACE NORTH,"6 4,800",14,D
2032250022,2295,ANDREWS AVENUE NORTH,"4 1,107",70,B
2032250026,2285,ANDREWS AVENUE NORTH,"3 0,325",100,A
2032250027,2277,ANDREWS AVENUE NORTH,"5 5,026",65,C
2032250034,2261,ANDREWS AVENUE NORTH,"2 7,800",38,D
2032250052,135,WEST 183 STREET,"4 7,054",85,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032250072,2287,LORING PLACE NORTH,"2 9,480",85,A
2032250094,2300,LORING PLACE NORTH,"4 8,500",34,D
2032250104,2322,LORING PLACE NORTH,"2 8,000",60,C
2032250106,2326,LORING PLACE NORTH,"3 9,780",31,D
2032250123,2331,ANDREWS AVENUE NORTH,"3 1,175",10,D
2032250128,2315,ANDREWS AVENUE NORTH,"3 3,750",73,B
2032250132,2303,ANDREWS AVENUE NORTH,"3 1,770",92,A
2032250136,2299,ANDREWS AVENUE NORTH,"3 9,529",59,C
2032250148,2300,SEDGWICK AVENUE,"9 2,748",77,B
2032250156,2304,SEDGWICK AVENUE,"6 8,800","missing required benchmarkinginformation",F
2032250169,2333,LORING PLACE NORTH,"2 6,556",54,D
2032260053,1,FORDHAM HILL OVAL,"1 ,171,970",86,A
2032280001,171,WEST BURNSIDE AVENUE,"6 5,280",88,A
2032280005,183,WEST BURNSIDE AVENUE,"3 9,400",21,D
2032280009,1901,HENNESSY PLACE,"4 7,800",38,D
2032280097,1945,LORING PLACE SOUTH,"4 7,500",39,D
2032300005,1955,SEDGWICK AVENUE,"4 0,670",37,D
2032300010,1975,SEDGWICK AVENUE,"5 5,000",46,D
2032300016,1981,SEDGWICK AVENUE,"2 02,600",100,A
2032330070,2175,CEDAR AVENUE,"9 0,650",65,C
2032330082,2121,CEDAR AVENUE,"7 0,400",61,C
2032330090,2101,CEDAR AVENUE,"7 0,400",70,B
2032340006,2254,CEDAR AVENUE,"5 8,368",45,D
2032340011,2269,HAMPDEN PLACE,"5 3,684",68,C
2032340037,2251,SEDGWICK AVENUE,"4 7,669",70,B
2032340042,2265,SEDGWICK AVENUE,"8 6,742",72,B
2032340049,2285,SEDGWICK AVENUE,"5 8,212",73,B
2032350023,281,WEST FORDHAM ROAD,"2 6,000","missing required benchmarkinginformation",F
2032360170,2425,SEDGWICK AVENUE,"1 51,440",86,A
2032367501,233,LANDING ROAD,"1 50,665",11,D
2032370067,2630,KINGSBRIDGE TERRACE,"2 00,000",98,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032370097,160,WEST KINGSBRIDGE ROAD,"3 9,600","missing required benchmarkinginformation",F
2032370100,2647,SEDGWICK AVENUE,"2 7,225",1,D
2032370103,2643,SEDGWICK AVENUE,"3 0,040",100,A
2032370108,2629,SEDGWICK AVENUE,"4 2,000",99,A
2032370111,2619,SEDGWICK AVENUE,"5 0,800",61,C
2032370133,2575,SEDGWICK AVENUE,"8 6,000",70,B
2032370140,2559,SEDGWICK AVENUE,"5 9,362",27,D
2032370145,2545,SEDGWICK AVENUE,"7 1,640",68,C
2032390031,2682,BAILEY AVENUE,"6 7,175",8,D
2032390037,2698,BAILEY AVENUE,"4 2,240",59,C
2032390077,2709,HEATH AVENUE,"3 9,150",62,C
2032390004,2661,HEATH AVENUE,"1 90,000",1,D
2032390041,2700,BAILEY AVENUE,"1 70,970",38,D
2032400011,2680,HEATH AVENUE,"6 0,200","missing required benchmarkinginformation",F
2032400037,212,WEST KINGSBRIDGE ROAD,"5 9,000",42,D
2032400044,170,WEST KINGSBRIDGE ROAD,"9 8,000",94,A
2032450060,300,WEST KINGSBRIDGE ROAD,"1 56,474","missing required benchmarkinginformation",F
2032460056,3850,SEDGWICK AVENUE,"1 41,055",99,A
2032460080,3890,SEDGWICK AVENUE,"5 7,800",91,A
2032470015,25,WEST 195 STREET,"5 2,680",28,D
2032470070,2800,RESERVOIR AVENUE,"4 53,364",60,C
2032480006,2690,UNIVERSITY AVENUE,"5 8,800",27,D
2032480014,2704,UNIVERSITY AVENUE,"4 8,640",99,A
2032480018,2714,UNIVERSITY AVENUE,"3 6,000",80,B
2032480022,2724,UNIVERSITY AVENUE,"4 8,025",75,B
2032480033,2745,RESERVOIR AVENUE,"5 8,464",86,A
2032480057,2690,WEBB AVENUE,"6 5,931",46,D
2032480084,2734,CLAFLIN AVENUE,"6 0,000",61,C
2032480100,2725,UNIVERSITY AVENUE,"6 8,445",75,B
2032480105,2710,WEBB AVENUE,"7 5,990",84,B
2032480111,2728,WEBB AVENUE,"2 7,720",4,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032480140,131,WEST KINGSBRIDGE ROAD,"4 4,928",70,B
2032480143,135,WEST KINGSBRIDGE ROAD,"7 9,000",6,D
2032480150,2710,SEDGWICK AVENUE,"1 07,195",76,B
2032480158,2734,SEDGWICK AVENUE,"4 9,920",87,A
2032480163,150,WEST 195 STREET,"2 6,100",100,A
2032480166,2737,WEBB AVENUE,"4 8,600",66,C
2032480169,2725,WEBB AVENUE,"5 1,500",48,D
2032480173,2715,WEBB AVENUE,"5 0,274",67,C
2032480177,2703,WEBB AVENUE,"5 1,500",75,B
2032480062,124,EAMES PLACE,"1 4,155",27,D
2032490001,95,WEST 195 STREET,"7 7,550",88,A
2032490006,2766,UNIVERSITY AVENUE,"5 7,000",89,A
2032490010,2780,UNIVERSITY AVENUE,"9 8,313",20,D
2032490025,80,STRONG STREET,"6 4,100",70,B
2032490038,2755,RESERVOIR AVENUE,"7 0,200",46,D
2032490046,2800,UNIVERSITY AVENUE,"7 1,550",83,B
2032490058,85,STRONG STREET,"9 1,620",58,C
2032490065,2754,CLAFLIN AVENUE,"5 1,116",91,A
2032490088,116,WEST 197 STREET,"3 3,750",82,B
2032490092,2805,UNIVERSITY AVENUE,"4 5,000",57,C
2032490098,2785,UNIVERSITY AVENUE,"7 8,300",65,C
2032490108,2769,UNIVERSITY AVENUE,"3 1,875",100,A
2032490117,2751,UNIVERSITY AVENUE,"2 9,700",5,D
2032490120,125,WEST 195 STREET,"4 1,760",22,D
2032490163,2757,CLAFLIN AVENUE,"1 03,200",78,B
2032490186,2766,SEDGWICK AVENUE,"4 5,500",61,C
2032490202,2800,SEDGWICK AVENUE,"5 3,500",77,B
2032490206,150,WEST 197 STREET,"2 7,300",39,D
2032500001,2820,SEDGWICK AVENUE,"8 7,000",78,B
2032500005,2830,SEDGWICK AVENUE,"5 4,000",34,D
2032500009,2840,SEDGWICK AVENUE,"9 8,238",61,C
2032500040,2835,WEBB AVENUE,"8 3,000",58,C
2032500046,2825,WEBB AVENUE,"4 5,000",77,B
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032500065,2850,WEBB AVENUE,"5 4,256",98,A
2032500071,2856,WEBB AVENUE,"2 5,200",48,D
2032500087,2855,CLAFLIN AVENUE,"5 2,200",30,D
2032500092,2825,CLAFLIN AVENUE,"9 2,400",68,C
2032500102,117,WEST 197 STREET,"1 08,500",100,A
2032500113,2850,CLAFLIN AVENUE,"9 5,500",71,B
2032500121,2876,CLAFLIN AVENUE,"1 36,770",100,A
2032500135,2855,UNIVERSITY AVENUE,"4 4,820",11,D
2032500140,2845,UNIVERSITY AVENUE,"8 4,960",99,A
2032500152,2824,UNIVERSITY AVENUE,"2 6,100",76,B
2032500073,2860,WEBB AVENUE,"3 6,000",29,D
2032510420,3400,PAUL AVENUE,"3 81,213",38,D
2032510490,40,WEST MOSHOLU PARKWAY S,"1 ,074,490",56,C
2032510201,100,W MOSHOLU PARKWAY S,"6 96,400",72,B
2032520052,3965,SEDGWICK AVENUE,"4 25,070",49,D
2032520076,66,VAN CORTLANDT PARK SOUTH,"1 93,856",68,C
2032520117,3960,SEDGWICK AVENUE,"1 86,000",49,D
2032520135,4016,HILLMAN AVENUE,"3 1,150",49,D
2032520143,74,VAN CORTLANDT PARK SOUTH,"7 6,320",49,D
2032520209,80,GOUVERNEUR AVENUE,"1 97,406",49,D
2032520260,3951,GOUVERNEUR AVENUE,"1 06,100",65,C
2032520268,91,VAN CORTLANDT AVENUE E,"5 5,800",80,B
2032520276,3980,ORLOFF AVENUE,"1 55,477",49,D
2032520287,92,VAN CORTLANDT PARK SOUTH,"1 50,500",49,D
2032520310,3971,GOUVERNEUR AVENUE,"6 5,394",45,D
2032520340,120,GALE PLACE,"3 51,827",49,D
2032520361,100,VAN CORTLANDT PARK SOUTH,"1 20,000",49,D
2032520182,3961,HILLMAN AVENUE,"1 71,920",35,D
2032530012,2678,KINGSBRIDGE TERRACE,"8 7,600","missing required benchmarkinginformation",F
2032530020,2700,KINGSBRIDGE TERRACE,"3 7,000",46,D
2032530023,2704,KINGSBRIDGE TERRACE,"4 2,000","missing required benchmarkinginformation",F
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032530047,2785,SEDGWICK AVENUE,"5 1,600",84,B
2032530051,2763,SEDGWICK AVENUE,"7 6,860",64,C
2032530054,2755,SEDGWICK AVENUE,"7 6,860",64,C
2032530063,2735,SEDGWICK AVENUE,"1 37,495",82,B
2032530091,2770,KINGSBRIDGE TERRACE,"8 8,200",74,B
2032530099,2829,SEDGWICK AVENUE,"1 45,997",95,A
2032530221,3065,SEDGWICK AVENUE,"7 5,390",52,D
2032530255,2875,SEDGWICK AVENUE,"1 07,220",100,A
2032530262,2857,SEDGWICK AVENUE,"1 01,472",84,B
2032530270,2851,SEDGWICK AVENUE,"3 4,500",75,B
2032530341,2880,KINGSBRIDGE TERRACE,"5 4,583",31,D
2032530141,120,WEST 231 STREET,"1 57,584",82,B
2032540005,3110,KINGSBRIDGE TERRACE,"6 6,000",68,C
2032540065,3115,SEDGWICK AVENUE,"4 9,500",59,C
2032550065,3355,SEDGWICK AVENUE,"1 24,045",73,B
2032560005,2701,KINGSBRIDGE TERRACE,"4 3,905",3,D
2032560020,201,WEST KINGSBRIDGE ROAD,"7 6,362",45,D
2032560051,235,WEST KINGSBRIDGE ROAD,"3 0,357",30,D
2032560053,2800,HEATH AVENUE,"5 7,349",31,D
2032560060,2816,HEATH AVENUE,"5 4,450",99,A
2032560064,2834,HEATH AVENUE,"6 8,448",91,A
2032560084,2775,KINGSBRIDGE TERRACE,"6 9,960",82,B
2032560089,2765,KINGSBRIDGE TERRACE,"6 4,368",61,C
2032560144,2905,KINGSBRIDGE TERRACE,"8 6,500",58,C
2032560150,2899,KINGSBRIDGE TERRACE,"6 8,460",41,D
2032560156,2865,KINGSBRIDGE TERRACE,"1 11,300",3,D
2032560172,3004,HEATH AVENUE,"3 3,000",46,D
2032560176,3018,HEATH AVENUE,"5 8,500",53,D
2032560190,3034,ALBANY CRESCENT,"3 5,765",48,D
2032560200,3009,KINGSBRIDGE TERRACE,"6 3,100",1,D
2032570033,3100,HEATH AVENUE,"4 3,680",59,C
2032580013,3311,GILES PLACE,"1 01,500",76,B
2032580050,3344,FT INDEPENDENCE STREET,"7 9,800",11,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032580073,3400,FT INDEPENDENCE STREET,"2 32,808",57,C
2032580120,3482,FT INDEPENDENCE STREET,"9 6,661",90,A
2032580162,3400,CANNON PLACE,"1 33,660",41,D
2032580177,3470,CANNON PLACE,"6 5,000",67,C
2032580190,3605,SEDGWICK AVENUE,"1 53,954",81,B
2032580222,3451,GILES PLACE,"7 1,000",67,C
2032580228,3435,GILES PLACE,"7 9,000",54,D
2032590001,2805,HEATH AVENUE,"7 4,830",62,C
2032590006,2800,BAILEY AVENUE,"1 07,920",29,D
2032590014,2820,BAILEY AVENUE,"1 01,136",65,C
2032590022,2840,BAILEY AVENUE,"8 6,412",55,C
2032600005,2860,BAILEY AVENUE,"7 7,760",84,B
2032600050,147,WEST 230 STREET,"6 6,984",22,D
2032600057,3004,BAILEY AVENUE,"3 2,850",41,D
2032610005,3036,BAILEY AVENUE,"3 9,894",52,D
2032610018,3064,BAILEY AVENUE,"2 7,500",46,D
2032610038,3138,BAILEY AVENUE,"3 5,230",39,D
2032610046,3111,HEATH AVENUE,"6 0,295",32,D
2032610061,3075,HEATH AVENUE,"4 5,739",70,B
2032610086,3150,BAILEY AVENUE,"6 0,820",31,D
2032610092,3300,BAILEY AVENUE,"1 06,190",54,D
2032610124,3415,FT INDEPENDENCE STREET,"4 1,238",38,D
2032610102,3320,BAILEY AVENUE,"3 76,185",100,A
2032620077,114,WEST 238 STREET,"1 15,428",66,C
2032620088,3507,FT INDEPENDENCE STREET,"5 3,191",56,C
2032620097,3489,FT INDEPENDENCE STREET,"4 9,290",23,D
2032620106,3479,FT INDEPENDENCE STREET,"2 6,632",17,D
2032630001,3804,BAILEY AVENUE,"6 1,000",56,C
2032630007,3810,BAILEY AVENUE,"5 4,001",29,D
2032630025,3822,BAILEY AVENUE,"5 5,000",100,A
2032630050,140,VAN CORTLANDT AVENUE,"7 0,300",100,A
2032630058,130,VAN CORTLANDT AVENUE W,"3 7,320",100,A
2032630067,3915,ORLOFF AVENUE,"1 15,000",41,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032630085,3900,BAILEY AVENUE,"2 47,530",62,C
2032630098,3873,ORLOFF AVENUE,"8 1,767",70,B
2032630104,3855,ORLOFF AVENUE,"4 5,375",9,D
2032630145,135,WEST 238 STREET,"6 9,043",54,D
2032630172,3840,ORLOFF AVENUE,"4 9,000",74,B
2032630185,3880,ORLOFF AVENUE,"1 21,796",60,C
2032630225,75,WEST 238 STREET,"7 7,000",66,C
2032630235,3840,CANNON PLACE,"1 70,350",41,D
2032630284,3881,SEDGWICK AVENUE,"6 9,960",38,D
2032640104,188,WEST 230 STREET,"9 1,800",82,B
2032650001,2811,EXTERIOR STREET,"4 39,700",100,A
2032660090,3044,ALBANY CRESCENT,"3 0,800",1,D
2032670011,163,WEST 231 STREET,"2 8,657",87,A
2032670020,3130,ALBANY CRESCENT,"5 8,000",62,C
2032670056,3123,BAILEY AVENUE,"4 3,645",71,B
2032670060,3119,BAILEY AVENUE,"6 5,000",100,A
2032670110,170,WEST 233 STREET,"3 6,550",41,D
2032690001,5716,BROADWAY,"3 0,059",73,B
2032700018,184,WEST 237 STREET,"1 18,423",24,D
2032700049,226,WEST 238 STREET,"3 2,475",100,A
2032700113,140,WEST 238 STREET,"4 2,525",65,C
2032710002,181,WEST 238 STREET,"5 9,057",74,B
2032710101,3800,PUTNAM AVENUE WEST,"4 0,033",48,D
2032710125,3815,PUTNAM AVENUE WEST,"1 11,620",52,D
2032710128,213,WEST 238 STREET,"4 5,000",100,A
2032710132,3816,REVIEW PLACE,"6 4,800",95,A
2032710210,180,VAN CORTLANDT PARK SOUTH,"7 8,864",78,B
2032720002,2855,SOUTHERN BOULEVARD,"9 4,050",96,A
2032730150,2870,SOUTHERN BOULEVARD,"1 64,210",45,D
2032730225,625,EAST FORDHAM ROAD,"4 9,995",4,D
2032740021,2985,BOTANICAL SQUARE,"8 8,500",78,B
2032740027,2995,BOTANICAL SQUARE,"8 9,700",52,D
2032750011,2550,MARION AVENUE,"3 7,673",100,A
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032750108,2559,WEBSTER AVENUE,"4 5,908",9,D
2032760020,365,EAST 193 STREET,"5 1,594",50,D
2032780007,2712,DECATUR AVENUE,"2 5,300",59,C
2032780059,2760,DECATUR AVENUE,"3 3,552",69,C
2032780014,2703,WEBSTER AVENUE,"9 8,000",52,D
2032790006,2820,DECATUR AVENUE,"5 5,200",89,A
2032790016,398,OLIVER PLACE,"4 2,975",100,A
2032790025,2828,DECATUR AVENUE,"8 5,000",93,A
2032790034,396,EAST 199 STREET,"2 6,400",47,D
2032790035,400,EAST 199 STREET,"3 1,200",47,D
2032790041,395,OLIVER PLACE,"2 5,122",38,D
2032790062,2860,DECATUR AVENUE,"4 7,350",13,D
2032800007,2960,DECATUR AVENUE,"4 7,259",74,B
2032800013,2962,DECATUR AVENUE,"4 3,195",60,C
2032800045,2987,WEBSTER AVENUE,"3 1,353",72,B
2032800048,2985,WEBSTER AVENUE,"3 1,267",81,B
2032810001,325,EAST 201 STREET,"9 6,250",97,A
2032810018,340,EAST MOSHOLU PARKWAY S,"4 8,628",48,D
2032810029,2995,MARION AVENUE,"4 6,162",100,A
2032810040,357,EAST 201 STREET,"6 4,824",10,D
2032810045,354,EAST MOSHOLU PARKWAY S,"5 0,000",87,A
2032810050,366,EAST MOSHOLU PARKWAY S,"2 6,750",61,C
2032810068,3008,DECATUR AVENUE,"4 5,000",100,A
2032810077,400,EAST MOSHOLU PARKWAY,"8 8,440",47,D
2032820001,341,EAST 194 STREET,"4 4,322",100,A
2032820007,2640,MARION AVENUE,"9 1,075",100,A
2032820036,360,EAST 195 STREET,"3 0,140",49,D
2032820065,355,EAST 194 STREET,"2 9,762",75,B
2032830006,2700,MARION AVENUE,"7 7,000",46,D
2032830013,2716,MARION AVENUE,"8 8,400",90,A
2032830022,2728,MARION AVENUE,"2 6,799",49,D
2032830025,2732,MARION AVENUE,"3 9,512",38,D
2032830040,2727,DECATUR AVENUE,"4 9,169",73,B
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032830055,357,EAST 195 STREET,"5 3,120",12,D
2032830091,2761,DECATUR AVENUE,"2 7,650",71,B
2032840001,2820,MARION AVENUE,"4 1,500",100,A
2032840034,2839,DECATUR AVENUE,"3 6,900",73,B
2032840039,2833,DECATUR AVENUE,"3 4,720",100,A
2032840048,2866,MARION AVENUE,"7 1,652",88,A
2032840057,2870,MARION AVENUE,"5 5,226",73,B
2032850001,2952,MARION AVENUE,"6 5,000",60,C
2032850015,2970,MARION AVENUE,"3 6,185",100,A
2032850019,2976,MARION AVENUE,"6 7,930",70,B
2032850028,2986,MARION AVENUE,"5 3,600",67,C
2032850041,2975,DECATUR AVENUE,"3 8,819",40,D
2032850052,2965,DECATUR AVENUE,"3 9,550",38,D
2032850065,2953,DECATUR AVENUE,"7 2,110",79,B
2032860019,2557,MARION AVENUE,"4 9,815",36,D
2032860024,2566,BAINBRIDGE AVENUE,"3 4,340",80,B
2032860034,2580,BAINBRIDGE AVENUE,"2 5,600",91,A
2032860051,2565,MARION AVENUE,"3 1,310",71,B
2032870031,2670,BAINBRIDGE AVENUE,"8 1,315",90,A
2032870043,2706,BAINBRIDGE AVENUE,"6 0,587",98,A
2032870056,2732,BAINBRIDGE AVENUE,"6 1,000",29,D
2032870066,314,EAST 196 STREET,"2 7,000",92,A
2032870077,2705,MARION AVENUE,"3 2,250",46,D
2032870081,2701,MARION AVENUE,"3 7,100",22,D
2032870094,2681,MARION AVENUE,"8 5,369",88,A
2032870100,2661,MARION AVENUE,"8 1,730",100,A
2032870109,2641,MARION AVENUE,"6 3,000",64,C
2032870115,325,EAST 194 STREET,"4 9,475",61,C
2032880001,2723,MARION AVENUE,"4 4,726",46,D
2032880010,315,EAST 196 STREET,"6 7,757","missing required benchmarkinginformation",F
2032880025,320,EAST 197 STREET,"4 5,559",44,D
2032880035,2735,MARION AVENUE,"5 4,900",39,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032890053,329,EAST 197 STREET,"2 5,250",83,B
2032900014,2786,BAINBRIDGE AVENUE,"6 3,024",93,A
2032900042,2805,POND PLACE,"6 6,860",80,B
2032900065,319,EAST 197 STREET,"2 8,751","missing required benchmarkinginformation",F
2032910001,330,BEDFORD PARK BOULEVARD,"5 9,520",2,D
2032910008,325,EAST 198 STREET,"7 2,486",69,C
2032910016,323,EAST 198 STREET,"6 9,960",100,A
2032910024,321,EAST 198 STREET,"7 2,486",79,B
2032910035,2810,BAINBRIDGE AVENUE,"1 72,403",62,C
2032920001,2961,MARION AVENUE,"1 00,875",45,D
2032920006,321,BEDFORD PARK BOULEVARD,"4 9,180",99,A
2032920014,2964,PERRY AVENUE,"5 4,835",69,C
2032920019,2968,PERRY AVENUE,"3 4,320",97,A
2032920034,326,EAST 201 STREET,"2 8,555","missing required benchmarkinginformation",F
2032920037,2989,MARION AVENUE,"5 2,000",89,A
2032920045,2979,MARION AVENUE,"4 3,046",72,B
2032920048,2975,MARION AVENUE,"3 2,500",90,A
2032920051,2971,MARION AVENUE,"4 3,200",74,B
2032920062,311,BEDFORD PARK BOULEVARD,"6 3,564",65,C
2032920075,2950,BAINBRIDGE AVENUE,"3 3,683",78,B
2032920079,2956,BAINBRIDGE AVENUE,"4 8,000",85,A
2032920097,314,EAST 201 STREET,"3 9,200",89,A
2032930026,2570,BRIGGS AVENUE,"4 0,456",42,D
2032930039,2600,BRIGGS AVENUE,"3 5,000",58,C
2032930083,2555,BAINBRIDGE AVENUE,"4 4,431",56,C
2032930106,271,EAST KINGSBRIDGE ROAD,"7 6,479",93,A
2032930113,261,EAST KINGSBRIDGE ROAD,"6 6,780",36,D
2032930126,239,EAST KINGSBRIDGE ROAD,"3 6,750",53,D
2032930135,2621,BRIGGS AVENUE,"5 8,700",37,D
2032930139,2609,BRIGGS AVENUE,"4 5,000",67,C
2032930008,315,EAST KINGSBRIDGE RD,"4 8,785",46,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2032940053,2705,BAINBRIDGE AVENUE,"6 0,060",16,D
2032950016,2770,BRIGGS AVENUE,"6 8,340",67,C
2032950033,2830,BRIGGS AVENUE,"5 1,060",100,A
2032950049,2839,BAINBRIDGE AVENUE,"3 2,800",100,A
2032950053,2835,BAINBRIDGE AVENUE,"3 3,400",76,B
2032950056,271,EAST 197 STREET,"4 2,500",58,C
2032950070,2771,BAINBRIDGE AVENUE,"7 3,500",92,A
2032950001,261,EAST 196 STREET,"1 46,484",41,D
2032960027,2886,BRIGGS AVENUE,"3 0,425",16,D
2032960047,2875,BAINBRIDGE AVENUE,"3 4,333",34,D
2032960050,2869,BAINBRIDGE AVENUE,"7 4,500",85,A
2032960055,2861,BAINBRIDGE AVENUE,"4 9,050",93,A
2032970001,2929,BAINBRIDGE AVENUE,"5 9,085",100,A
2032970011,266,BEDFORD PARK BOULEVARD,"9 3,600",34,D
2032970028,285,EAST 199 STREET,"2 8,666",91,A
2032970043,250,BEDFORD PARK BOULEVARD,"5 4,369",27,D
2032970049,2925,BRIGGS AVENUE,"3 2,480",18,D
2032970052,2921,BRIGGS AVENUE,"4 4,627",100,A
2032980005,265,BEDFORD PARK BOULEVARD,"4 0,460","missing required benchmarkinginformation",F
2032980016,2966,BRIGGS AVENUE,"4 7,145",62,C
2032980021,2980,BRIGGS AVENUE,"6 9,166",56,C
2032980028,2986,BRIGGS AVENUE,"4 0,381",77,B
2032980038,2977,BAINBRIDGE AVENUE,"3 8,627",72,B
2032990014,306,MOSHOLU PARKWAY,"6 5,070",74,B
2032990021,316,EAST MOSHOLU PARKWAY S,"6 5,856",100,A
2032990026,3015,PERRY AVENUE,"4 0,196",59,C
2032990041,275,EAST 201 STREET,"6 8,040",76,B
2032990060,3010,BRIGGS AVENUE,"6 0,960",74,B
2033000003,2654,VALENTINE AVENUE,"2 7,900",5,D
2033000029,2706,VALENTINE AVENUE,"3 0,420",63,C
2033000033,2710,VALENTINE AVENUE,"4 0,800",54,D
2033000039,2722,VALENTINE AVENUE,"2 7,000",29,D
10-Digit BBL,"StreetNumber",Street Name,"DOF Gross SquareFootage",Energy Star 1 to 100 Score,"EnergyEfficiencyGrade"
2033000047,244,EAST 196 STREET,"2 8,290",38,D
2033000059,2695,BRIGGS AVENUE,"5 6,550",67,C
2033010001,245,EAST 196 STREET,"4 3,660",58,C
2033010004,235,EAST 196 STREET,"3 8,500",24,D
2033010010,2772,VALENTINE AVENUE,"5 6,222",99,A
2033010023,2794,VALENTINE AVENUE,"4 1,853",57,C
2033010037,2828,VALENTINE AVENUE,"3 5,400","missing required benchmarkinginformation",F
2033010063,2833,BRIGGS AVENUE,"2 6,480",100,A
2033010066,2821,BRIGGS AVENUE,"3 0,780",17,D
2033020034,2908,VALENTINE AVENUE,"4 6,500",89,A
2033020042,246,EAST 199 STREET,"4 1,250",100,A
2033030001,2954,VALENTINE AVENUE,"2 7,200",96,A
2033030005,2964,VALENTINE AVENUE,"3 6,300",58,C
2033030012,2980,VALENTINE AVENUE,"1 11,270",76,B
2033030034,2965,BRIGGS AVENUE,"4 3,901",63,C
2033040001,211,EAST KINGSBRIDGE ROAD,"3 2,128",58,C
2033040010,2664,GRAND CONCOURSE,"7 7,000",41,D
