,10-Digit BBL,"Street Number",Street Name,"DOF Gross Square Footage",Energy Star 1 to 100 Score,"Energy Efficiency Grade"
14578,3023650019,268,BEDFORD AVENUE,"4 2,480",92,A
14579,3023677501,280,METROPOLITAN AVENUE,"3 2,523",78,B
14580,3023677502,262,METROPOLITAN AVENUE,"2 5,161",91,A
14581,3023680001,143,ROEBLING STREET,"1 04,661",100,A
14582,3023710042,467,KEAP STREET,"7 7,664",98,A
14583,3023717501,500,METROPOLITAN AVENUE,"2 43,156",81,B
14584,3023720001,452,KEAP STREET,"6 4,900",43,D
14586,3023720005,421,UNION AVENUE,"3 3,848",29,D
14587,3023740001,123,HOPE STREET,"1 01,716",91,A
14588,3023750005,66,AINSLIE STREET,"4 2,172",99,A
14589,3023750016,385,UNION AVENUE,"5 3,023",43,D
14590,3023757501,147,HOPE STREET,"6 7,038",90,A
14591,3023770012,234,KENT AVENUE,"5 6,897",84,B
14592,3023780011,52,NORTH 1 STREET,"5 4,698",67,C
14593,3023787501,66,NORTH 1 STREET,"3 0,434",77,B
14595,3023827502,227,GRAND STREET,"9 5,768",79,B
14596,3023837501,98,HAVEMEYER STREET,"2 8,440",97,A
14597,3023837503,14,HOPE STREET,"3 8,687",76,B
14598,3023860018,425,KEAP STREET,"3 0,800",100,A
14599,3023870007,156,HOPE STREET,"3 5,000",16,D
14600,3023907501,57,SOUTH 1 STREET,"2 6,351",79,B
14601,3023910001,238,BERRY STREET,"9 5,340",62,C
14602,3023940020,258,GRAND STREET,"2 5,839",32,D
14603,3023950029,239,SOUTH 1 STREET,"2 5,310",72,B
14604,3023960001,318,GRAND STREET,"4 5,000",1,D
14605,3023990001,456,GRAND STREET,"7 4,573",40,D
14606,3024037501,330,WYTHE AVENUE,"1 50,000",83,B
14607,3024060026,728,DRIGGS AVENUE,"2 6,190",27,D
14608,3024070026,209,SOUTH 2 STREET,"2 7,444",19,D
14609,3024077503,196,SOUTH 1 STREET,"4 4,985",13,D
14610,3024080001,201,ROEBLING STREET,"3 6,360",62,C
14611,3024110001,310,SOUTH 1 STREET,"1 42,888",54,D
14612,3024120027,367,SOUTH 2 STREET,"2 8,800",12,D
14613,3024130001,390,HOOPER STREET,"3 8,505",72,B
14616,3024147501,266,KENT AVENUE,"4 84,564",73,B
14618,3024157501,29,SOUTH 3 STREET,"2 8,933",21,D
14619,3024157502,46,SOUTH 2 STREET,"3 3,636",42,D
14620,3024160001,321,WYTHE AVE,"1 69,319",100,A
14621,3024170034,111,SOUTH 3 STREET,"3 1,940",50,D
14622,3024170039,103,SOUTH 3 STREET,"3 1,200",86,A
14623,3024180003,329,BEDFORD AVENUE,"2 6,064",77,B
14624,3024180005,325,BEDFORD AVENUE,"2 5,056",62,C
14625,3024180018,160,SOUTH 2 STREET,"3 2,410",38,D
14626,3024180029,750,DRIGGS AVENUE,"2 5,920",90,A
14627,3024180040,145,SOUTH 3 STREET,"5 9,983",47,D
14628,3024190012,188,SOUTH 2 STREET,"3 1,500",4,D
14629,3024190019,202,SOUTH 2 STREET,"3 6,113",99,A
14631,3024190001,191,SOUTH 3 STREET,"1 62,600",69,C
14632,3024200022,160,HAVEMEYER STREET,"2 6,756",2,D
14633,3024200037,221,SOUTH 3 STREET,"3 1,290",83,B
14634,3024210012,274,SOUTH 2 STREET,"3 2,100",94,A
14635,3024210018,286,SOUTH 2 STREET,"2 6,532",53,D
14636,3024230001,331,SOUTH 3 STREET,"4 7,000",63,C
14637,3024240018,374,SOUTH 2 STREET,"3 1,686",86,A
14638,3024240032,355,SOUTH 3 STREET,"2 5,210",5,D
14639,3024240001,368,KEAP STREET,"1 0,960",7,D
14640,3024250026,409,HEWES STREET,"2 7,774",51,D
14641,3024250029,403,HEWES STREET,"2 5,800",40,D
14642,3024250032,393,HEWES STREET,"2 6,070",46,D
14643,3024250040,383,SOUTH 3 STREET,"3 7,236",94,A
14644,3024260001,405,SOUTH 3 STREET,"3 0,893",75,B
14645,3024280001,325,KENT AVENUE,"3 83,249",81,B
14646,3024300002,315,BERRY STREET,"8 0,000",80,B
14647,3024310005,341,BEDFORD AVENUE,"2 5,793",62,C
14648,3024310025,778,DRIGGS AVENUE,"3 3,768",34,D
14649,3024310031,155,SOUTH 4 STREET,"3 3,957",47,D
14651,3024320009,182,SOUTH 3 STREET,"2 8,775",68,C
14652,3024320012,188,SOUTH 3 STREET,"2 9,838",90,A
14653,3024320025,201,SOUTH 4 STREET,"4 4,268",91,A
14654,3024320030,185,SOUTH 4 STREET,"7 1,392",77,B
14655,3024330012,218,SOUTH 3 STREET,"3 8,700",93,A
14656,3024360010,308,SOUTH 3 STREET,"2 6,568",88,A
14657,3024360013,314,SOUTH 3 STREET,"2 9,520",100,A
14658,3024370011,340,SOUTH 3 STREET,"3 6,450",100,A
14659,3024390001,366,HEWES STREET,"4 6,320",18,D
14660,3024410024,390,WYTHE AVENUE,"6 1,028",32,D
14661,3024420001,373,WYTHE AVENUE,"9 8,465",100,A
14662,3024420011,74,SOUTH 4 STREET,"3 5,000",68,C
14664,3024430026,370,BEDFORD AVENUE,"2 5,883",84,B
14665,3024437501,101,SOUTH 5TH STREET,"8 1,553",78,B
14666,3024440028,808,DRIGGS AVENUE,"3 4,398",40,D
14667,3024447501,146,SOUTH 4 STREET,"1 07,991",57,C
14668,3024460051,195,BROADWAY,"4 5,400",97,A
14669,3024470010,256,SOUTH 4 STREET,"2 6,720",58,C
14670,3024477501,277,SOUTH 5TH STREET,"3 63,292",100,A
14671,3024490001,322,RODNEY STREET,"2 7,090",54,D
14672,3024500006,332,KEAP STREET,"4 0,300",36,D
14673,3024500015,350,SOUTH 4 STREET,"2 6,250",90,A
14674,3024517501,370,SOUTH 4 STREET,"3 2,153",90,A
14675,3024520019,213,UNION AVENUE,"2 8,000",29,D
14677,3024607501,284,SOUTH 5 STREET,"1 64,950",39,D
14678,3024630012,366,SOUTH 5 STREET,"2 9,537",92,A
14679,3024630015,374,SOUTH 5 STREET,"2 7,000",100,A
14680,3024630021,386,SOUTH 5 STREET,"2 7,000",77,B
14681,3024640014,420,SOUTH 5 STREET,"3 6,850",71,B
14683,3024687501,11,BROADWAY,"2 26,511",83,B
14685,3024697503,428,WYTHE AVENUE,"5 8,482",88,A
14686,3024707501,53,BROADWAY,"9 4,075",97,A
14687,3024720400,99,COMMERCIAL STREET,"8 7,277",83,B
14688,3024720050,41,BLUE  SLIP,"4 48,412",56,C
14689,3024727501,21,COMMERCIAL STREET,"8 5,237",57,C
14690,3024720200,45,COMMERCIAL STREET,"3 43,230",82,B
14691,3024727502,5,BLUE SLIP,"1 20,814",74,B
14692,3024727503,1,BLUE SLIP,"3 68,444",20,D
14693,3024770052,49,ASH STREET,"5 2,003",62,C
14695,3024790023,59,BOX STREET,"4 4,756",96,A
14696,3024790055,41,BOX STREET,"3 4,750",45,D
14697,3024790028,77,BOX STREET,"2 9,660",96,A
14698,3024820018,74,COMMERCIAL STREET,"3 9,400",89,A
14699,3024820026,1133,MANHATTAN AVENUE,"2 08,786",86,A
14700,3024830025,72,BOX STREET,"4 2,173",86,A
14701,3024890007,400,MCGUINNESS BOULEVARD,"3 8,250",98,A
14702,3024910051,59,PAIDGE AVENUE,"2 48,850",36,D
14703,3024947501,33,EAGLE STREET,"1 10,256",88,A
14704,3024950023,80,DUPONT STREET,"7 7,800",63,C
14705,3024950030,100,DUPONT STREET,"3 9,480",59,C
14707,3025050028,213,FREEMAN STREET,"2 5,672",67,C
14708,3025080001,1,KINGSLAND AVENUE,"2 00,000",1,D
14710,3025140033,259,GREEN STREET,"2 6,000",96,A
14711,3025170035,540,KINGSLAND AVENUE,"4 8,000",55,C
14712,3025220003,214,FRANKLIN STREET,"2 6,389",71,B
14714,3025220016,110,GREEN STREET,"1 73,476",45,D
14715,3025227501,143,HURON STREET,"2 8,221",100,A
14716,3025270002,397,GREENPOINT AVENUE,"3 35,737",2,D
14717,3025307501,23,INDIA STREET,"2 06,198",83,B
14719,3025330033,305,MC GUINNESS BOULEVARD,"4 0,000",80,B
14720,3025400001,180,FRANKLIN STREET,"8 1,110",89,A
14721,3025490036,59,KENT STREET,"3 5,375",37,D
14723,3025560058,105,WEST STREET,"6 0,046",96,A
14724,3025570007,62,KENT STREET,"3 2,589",39,D
14725,3025570024,61,GREENPOINT AVENUE,"1 13,700",71,B
14726,3025627501,50,GREENPOINT AVENUE,"5 5,401",73,B
14728,3025690035,1125,LORIMER STREET,"4 2,900",70,B
14729,3025710001,26,WEST STREET,"8 7,963",84,B
14730,3025760042,308,ECKFORD STREET,"3 6,787",14,D
14731,3025767501,211,MCGUINNESS BOULEVARD,"2 11,463",63,C
14732,3025830001,274,RUSSELL STREET,"5 5,500",98,A
14733,3025830012,370,GREENPOINT AVENUE,"5 5,629",5,D
14735,3025950001,75,MESEROLE AVENUE,"4 8,000",64,C
14737,3026120125,295,NORMAN AVENUE,"5 8,152",38,D
14739,3026160018,77,DOBBIN STREET,"4 5,000",14,D
14740,3026220028,157,MCGUINNESS BOULEVARD,"2 2,000",63,C
14741,3026297501,231,NORMAN AVENUE,"5 7,238",94,A
14743,3026570001,252,NORMAN AVENUE,"3 6,413",100,A
14744,3026580026,99,SUTTON STREET,"5 7,927",87,A
14745,3026610027,81,APOLLO STREET,"2 5,781",82,B
14746,3026630028,47,BRIDGEWATER STREET,"2 7,500",94,A
14747,3026660001,44,BRIDGEWATER STREET,"1 06,471",73,B
14748,3026660052,42,BRIDGEWATER STREET,"8 0,585",43,D
14749,3026660101,100,APOLLO STREET,"8 6,140",6,D
14750,3026660125,927,MEEKER AVENUE,"2 28,879",29,D
14751,3026660201,120,APOLLO STREET,"3 2,771",92,A
14752,3026700001,50,BEDFORD AVENUE,"5 5,350",74,B
14753,3026790046,848,LORIMER STREET,"4 7,848",100,A
14754,3026880042,124,MONITOR STREET,"5 2,600",74,B
14755,3026977504,501,LEONARD STREET,"2 8,593",95,A
14757,3027007501,21,BROOME STREET,"5 9,696",42,D
14758,3027120001,438,LEONARD STREET,"1 49,046",86,A
14759,3027140033,,NEWTON STREET,"1 07,137",82,B
14760,3027147502,100,ENGERT AVENUE,"3 2,261",87,A
14761,3027197501,450,MANHATTAN AVENUE,"3 1,232",98,A
14762,3027217502,30,BAYARD STREET,"5 3,204",56,C
14763,3027217503,20,BAYARD STREET,"8 9,717",74,B
14764,3027217504,50,BAYARD STREET,"5 5,337",32,D
14765,3027227501,415,LEONARD STREET,"5 5,839",18,D
14766,3027230001,87,RICHARDSON STREET,"4 0,000",4,D
14767,3027310001,568,UNION AVENUE,"1 04,514",74,B
14768,3027320012,88,RICHARDSON STREET,"1 86,779",57,C
14769,3027327501,59,FROST STREET,"4 5,129",96,A
14770,3027347502,410,MANHATTAN AVENUE,"5 1,939",100,A
14771,3027360001,544,UNION AVENUE,"1 19,598",45,D
14772,3027410047,15,JACKSON STREET,"3 7,592",79,B
14773,3027427502,88,WITHERS STREET,"5 5,128",83,B
14774,3027447503,131,JACKSON STREET,"2 9,704",100,A
14776,3027460039,37,SKILLMAN AVENUE,"5 0,170",45,D
14777,3027490011,140,JACKSON STREET,"2 9,109",96,A
14778,3027497501,364,MANHATTAN AVENUE,"2 5,438",72,B
14779,3027497504,139,SKILLMAN AVENUE,"2 9,508",98,A
14780,3027570028,609,METROPOLITAN AVENUE,"4 3,230",63,C
14781,3027590001,320,MANHATTAN AVENUE,"6 4,536",34,D
14782,3027607502,371,HUMBOLDT STREET,"9 3,561",84,B
14783,3027630001,85,LEONARD STREET,"2 7,000",60,C
14785,3027710001,310,GRAHAM AVENUE,"2 5,132",86,A
14786,3027730008,400,UNION AVENUE,"2 6,371",96,A
14787,3027737503,1,POWERS STREET,"3 7,030",26,D
14788,3027777502,294,GRAHAM AVENUE,"3 9,019",86,A
14789,3027827502,695,GRAND STREET,"6 4,813",96,A
14790,3027820024,279,GRAHAM AVENUE,"1 0,900",55,C
14791,3027850001,330,UNION AVENUE,"6 6,800",81,B
14792,3027870001,97,MAUJER STREET,"5 4,500",30,D
14793,3027907504,774,GRAND STREET,"8 2,920",100,A
14794,3027910001,306,UNION AVENUE,"2 5,970",67,C
14795,3027910049,5,TEN EYCK STREET,"2 6,316",100,A
14796,3027970011,970,MEEKER AVENUE,"2 7,313",94,A
14797,3028170001,55,LOMBARDY STREET,"4 3,570",26,D
14798,3028220001,211,LOMBARDY STREET,"7 7,295",55,C
14799,3028290047,62,MONITOR STREET,"2 9,825",86,A
14800,3028320015,17,MONITOR STREET,"4 8,750",32,D
14801,3028410010,32,BEADEL STREET,"2 6,000",3,D
14802,3028510001,488,MORGAN AVENUE,"5 2,963",87,A
14803,3028570106,480,HUMBOLDT STREET,"3 9,916",81,B
14804,3028670001,60,KINGSLAND AVENUE,"6 11,340",56,C
14805,3028850010,20,KINGSLAND AVENUE,"2 5,620",58,C
14806,3028937502,234,SKILLMAN AVENUE,"6 1,811",48,D
14807,3029077501,94,MASPETH AVENUE,"1 11,617",100,A
14809,3029077503,42,MASPETH AVENUE,"5 5,053",71,B
14810,3029090106,340,MORGAN AVENUE,"8 9,500",26,D
14811,3029167505,850,METROPOLITAN AVENUE,"4 1,156",75,B
14812,3029170007,924,METROPOLITAN AVENUE,"2 5,085",63,C
14813,3029210016,324,DEVOE STREET,"2 9,142",27,D
14814,3029210023,11,CATHERINE STREET,"3 2,400",48,D
14815,3029220003,75,BUSHWICK AVENUE,"1 51,824",43,D
14816,3029220034,881,GRAND STREET,"2 9,990",74,B
14817,3029220047,845,GRAND STREET,"2 9,008",54,D
14818,3029230025,897,GRAND STREET,"3 3,050",88,A
14819,3029250001,272,MORGAN AVENUE,"1 83,515",59,C
14820,3029270168,300,MASPETH AVENUE,"1 12,000",28,D
14821,3029270300,20,REWE STREET,"4 0,500",64,C
14822,3029270325,16,REWE STREET,"4 6,500",100,A
14823,3029290042,1247,GRAND STREET,"8 0,060",64,C
14824,3029290057,1181,GRAND STREET,"3 0,812",97,A
14826,3029430002,1150,METROPOLITAN AVENUE,"8 3,600",100,A
14827,3029440011,245,STEWART AVENUE,"2 7,800",7,D
14828,3029450018,1202,METROPOLITAN AVENUE,"3 9,510",85,A
14829,3029480017,1256,GRAND STREET,"3 3,450",40,D
14830,3029530001,1300,METROPOLITAN AVENUE,"1 13,000",77,B
14831,3029580001,200,STEWART AVENUE,"3 1,750",46,D
14834,3029670001,154,MORGAN AVENUE,"8 5,000",4,D
14835,3029740001,134,MORGAN AVENUE,"1 00,000",21,D
14836,3029740113,101,VARICK AVENUE,"1 46,300",54,D
14837,3029740170,100,KNICKERBOCKER AVENUE,"1 02,000",35,D
14838,3029760060,90,VARICK AVENUE,"3 6,800",31,D
14839,3029770046,165,RANDOLPH STREET,"7 4,100",26,D
14841,3029790005,160,SCOTT AVENUE,"6 3,937",29,D
14842,3029790050,269,RANDOLPH STREET,"2 9,000",74,B
14843,3029880014,561,JOHNSON AVENUE,"3 2,272",39,D
14844,3029890001,575,JOHNSON AVENUE,"3 1,627",69,C
14845,3029900012,270,RANDOLPH STREET,"3 7,000",79,B
14846,3029900042,1293,FLUSHING AVENUE,"3 2,688",79,B
14847,3029920025,474,JOHNSON AVENUE,"5 6,856",86,A
14848,3029920033,119,INGRAHAM STREET,"6 7,125",94,A
14849,3029920043,91,INGRAHAM STREET,"5 6,448",100,A
14850,3029930001,89,PORTER AVENUE,"7 1,000",33,D
14851,3029940090,1177,FLUSHING AVENUE,"8 3,636",62,C
14852,3029990024,41,VARICK AVENUE,"6 6,000",97,A
14853,3030010016,220,INGRAHAM STREET,"2 6,750",100,A
14854,3030080022,57,THAMES STREET,"6 3,700",50,D
14855,3030150001,1099,FLUSHING AVENUE,"3 0,895",93,A
14856,3030160001,850,GRAND STREET,"4 46,763",88,A
14857,3030220016,16,TEN EYCK STREET,"4 0,092",13,D
14858,3030220025,417,LORIMER STREET,"4 0,092",8,D
14859,3030240001,142,LEONARD STREET,"3 62,480",5,D
14860,3030250046,229,GRAHAM AVENUE,"1 32,412",14,D
14861,3030250001,190,MANHATTAN AVENUE,"1 99,500",71,B
14862,3030260001,202,GRAHAM AVENUE,"3 45,248",4,D
14863,3030270001,226,HUMBOLDT STREET,"3 56,820",3,D
14864,3030290065,361,STAGG STREET,"7 9,352",100,A
14865,3030290105,35,MEADOW STREET,"3 0,000",92,A
14867,3030310018,391,LORIMER STREET,"6 1,200",58,C
14868,3030327501,390,LORIMER STREET,"3 4,277",55,C
14869,3030400001,234,UNION AVENUE,"2 7,000",37,D
14870,3030407503,11,MESEROLE STREET,"2 6,829",97,A
14871,3030437508,152,MANHATTAN AVENUE,"3 8,250",92,A
14874,3030460001,205,BUSHWICK AVENUE,"1 32,784",81,B
14876,3030490029,48,MESEROLE STREET,"2 5,777",66,C
14878,3030500018,76,MESEROLE STREET,"6 7,600",69,C
14879,3030500023,73,MONTROSE AVENUE,"3 3,294",69,C
14880,3030520022,167,GRAHAM AVENUE,"7 4,978",37,D
14881,3030547503,228,BUSHWICK AVENUE,"3 6,714",57,C
14884,3030580001,30,MONTROSE AVENUE,"8 94,000",40,D
14885,3030600075,91,BOERUM STREET,"4 47,000",40,D
14886,3030600001,86,MONTROSE AVENUE,"9 5,040",83,B
14887,3030610010,143,JOHNSON AVENUE,"7 1,232",100,A
14888,3030610018,147,GRAHAM AVENUE,"3 8,630",36,D
14889,3030630017,258,BUSHWICK AVENUE,"2 7,000",97,A
14890,3030700010,140,JOHNSON AVENUE,"2 6,219",10,D
14891,3030700015,150,JOHNSON AVENUE,"4 0,094",86,A
14892,3030720040,222,JOHNSON AVENUE,"1 16,459",95,A
14893,3030730006,246,JOHNSON AVENUE,"2 9,781",77,B
14895,3030770001,54,BOERUM STREET,"7 51,412",40,D
14896,3030780001,29,LEONARD STREET,"7 58,750",40,D
14897,3030800010,160,BOERUM STREET,"2 42,940",100,A
14898,3030800040,101,HUMBOLDT STREET,"5 7,125",100,A
14899,3030800050,125,SEIGEL STREET,"5 0,795",100,A
14900,3030800070,111,HUMBOLDT STREET,"6 6,100",100,A
14902,3030810001,130,HUMBOLDT STREET,"5 6,028",96,A
14903,3030810040,300,BUSHWICK AVENUE,"6 9,065",96,A
14904,3030810050,330,BUSHWICK AVENUE,"6 4,680",96,A
14905,3030810060,155,SEIGEL STREET,"6 9,065",96,A
14906,3030810070,175R,SEIGEL STREET,"6 9,065",96,A
14907,3030810075,124,HUMBOLDT STREET,"6 9,065",96,A
14908,3030810080,110,HUMBOLDT STREET,"6 2,275",96,A
14909,3030820065,255,MC KIBBIN STREET,"1 00,250",87,A
14910,3030910027,248,MC KIBBIN STREET,"9 6,000",49,D
14911,3030910001,325,BUSHWICK AVENUE,"1 67,750",93,A
14912,3030920027,315,SEIGEL STREET,"5 3,200",87,A
14913,3030960001,50,MANHATTAN AVENUE,"6 8,922",100,A
14914,3030960014,70,SEIGEL STREET,"5 0,795",100,A
14915,3030980001,84,HUMBOLDT STREET,"2 62,200",15,D
14918,3031000074,179,MOORE STREET,"2 5,100",99,A
14919,3031040001,21,MANHATTAN AVENUE,"5 2,370",61,C
14920,3031050001,22,MANHATTAN AVENUE,"6 2,130",100,A
14921,3031050109,60,MOORE STREET,"6 5,856",100,A
14922,3031060001,66,GRAHAM AVENUE,"2 5,900",9,D
14923,3031060020,108,MOORE STREET,"1 5,000",66,C
14925,3031100005,244,MOORE STREET,"4 2,820",90,A
14926,3031100010,260,MOORE STREET,"4 2,820",56,C
14927,3031110028,25,ROCK STREET,"7 0,800",24,D
14928,3031130022,31,GRAHAM AVENUE,"2 7,480",74,B
14929,3031130032,9,COOK STREET,"5 2,650",44,D
14930,3031137501,21,COOK STREET,"1 28,882",99,A
14931,3031140007,60,GRAHAM AVENUE,"3 0,000",66,C
14932,3031140011,70,VARET STREET,"1 15,280",91,A
14934,3031170024,192,VARET STREET,"1 17,260",38,D
14935,3031170037,199,COOK STREET,"2 5,799",80,B
14936,3031170042,187,COOK STREET,"3 0,500",44,D
14937,3031180019,19,BOGART STREET,"2 6,473",46,D
14939,3031250007,24,ROCK STREET,"1 22,000",6,D
14940,3031270001,10,GRAHAM AVENUE,"1 40,000",75,B
14941,3031290001,130,MOORE STREET,"1 ,150,500",15,D
14942,3031310006,777,BROADWAY,"3 0,080",30,D
14943,3031310012,16,SUMNER PLACE,"3 3,370",30,D
14944,3031317501,810,FLUSHING AVENUE,"5 8,498",78,B
14945,3031320021,9,BEAVER STREET,"4 2,600",64,C
14946,3031320027,13,BEAVER STREET,"6 5,371",1,D
14947,3031320001,815,BROADWAY,"4 9,500",2,D
14948,3031340005,845,BROADWAY,"4 7,426",45,D
14950,3031377501,68,BEAVER STREET,"1 38,761",93,A
14951,3031370026,40,BEAVER STREET,"7 6,950",72,B
14952,3031380036,464,BUSHWICK AVENUE,"2 8,000",86,A
14953,3031390021,115,STANWIX STREET,"1 26,942",85,A
14954,3031400001,930,FLUSHING AVENUE,"3 04,080",48,D
14955,3031410001,10,MONTIETH STREET,"3 14,877",40,D
14956,3031450100,10,FORREST STREET,"8 7,960",49,D
14957,3031510012,533,BUSHWICK AVENUE,"1 47,713",88,A
14958,3031517502,591,BUSHWICK AVENUE,"8 0,936",77,B
14959,3031517503,87,MELROSE STREET,"8 8,427",90,A
14960,3031530011,90,NOLL STREET,"8 8,000",64,C
14961,3031540001,43,CENTRAL AVENUE,"7 8,162",27,D
14962,3031540018,134,NOLL STREET,"4 5,000",87,A
14963,3031560001,95,EVERGREEN AVENUE,"1 58,150",95,A
14964,3031570101,63,CENTRAL AVENUE,"5 6,547",79,B
14966,3031570037,271,MELROSE STREET,"2 1,120",73,B
14967,3031607503,594,BUSHWICK AVENUE,"8 4,445",100,A
14968,3031620001,6,STANWIX STREET,"3 5,800",82,B
14969,3031640026,52,WILSON AVENUE,"9 7,303",17,D
14970,3031660023,422,MELROSE STREET,"2 9,564",91,A
14972,3031670026,1182,FLUSHING AVENUE,"4 3,600",96,A
14973,3031700026,626,BUSHWICK AVENUE,"9 1,366",69,C
14974,3031780020,476,JEFFERSON STREET,"8 4,400",33,D
14975,3031780023,467,TROUTMAN STREET,"5 7,125",86,A
14976,3031780030,449,TROUTMAN STREET,"5 2,388",15,D
14977,3031830037,78,TROUTMAN STREET,"6 7,638",78,B
14978,3031830052,965,WILLOUGHBY AVENUE,"4 3,058",47,D
14979,3031830055,949,WILLOUGHBY AVENUE,"4 3,900",34,D
14980,3031830066,16,CHARLES PLACE,"3 5,809",60,C
14981,3031840019,114,TROUTMAN STREET,"1 53,909",69,C
14982,3031840060,991,WILLOUGHBY AVENUE,"3 5,993",79,B
14983,3031850001,125,CENTRAL AVENUE,"3 19,176",58,C
14984,3031900037,321,STARR STREET,"2 6,624",25,D
14985,3031970034,260,KNICKERBOCKER AVENUE,"5 0,760",77,B
14986,3031970042,1127,WILLOUGHBY AVENUE,"3 1,582",77,B
14987,3032000001,49,WYCKOFF AVENUE,"3 8,000",26,D
14988,3032040004,1023,BROADWAY,"2 5,200",23,D
14989,3032040008,1013,BROADWAY,"3 5,303",1,D
14990,3032040024,682,BUSHWICK AVENUE,"2 6,061",95,A
14991,3032040032,692,BUSHWICK AVENUE,"3 3,866",91,A
14992,3032060001,950,WILLOUGHBY AVENUE,"8 2,500",83,B
14993,3032080041,177,SUYDAM STREET,"3 0,588",87,A
14994,3032100001,95,IRVING AVENUE,"3 7,620",72,B
14995,3032120001,61,ST NICHOLAS AVENUE,"7 1,200",64,C
14996,3032180042,721,HART STREET,"2 6,581",90,A
14997,3032210031,70,WYCKOFF AVENUE,"6 2,075",43,D
14999,3032230003,91,ST NICHOLAS AVENUE,"4 2,200",10,D
15000,3032290033,24,LAWTON STREET,"4 3,302",84,B
15001,3032300002,1143,DEKALB AVENUE,"2 7,666",85,A
15002,3032300027,1155,DEKALB AVENUE,"6 7,000",64,C
15003,3032310001,761,BUSHWICK AVENUE,"5 7,257",4,D
15004,3032310033,1209,DEKALB AVENUE,"1 01,957",76,B
15005,3032357503,318,KNICKERBOCKER AVENUE,"7 5,767",100,A
15006,3032387501,101,WYCKOFF AVENUE,"3 6,283",76,B
15007,3032410037,800,BUSHWICK AVENUE,"1 33,000",70,B
15008,3032420001,797,BUSHWICK AVENUE,"7 4,100",92,A
15011,3032610020,420,STOCKHOLM STREET,"2 8,800",22,D
15012,3032660040,171,HIMROD STREET,"4 1,250",51,D
15013,3032660045,159,HIMROD STREET,"7 4,250",100,A
15014,3032747501,871,BUSHWICK AVENUE,"1 35,232",86,A
15015,3032780005,1401,MYRTLE AVENUE,"7 2,475",100,A
15016,3032780008,1381,MYRTLE AVENUE,"3 3,600",4,D
15017,3032800052,377,HARMAN STREET,"2 9,648",87,A
15018,3032807501,316,HIMROD STREET,"7 7,961",98,A
15019,3032807503,336,HIMROD STREET,"7 6,036",69,C
15020,3032830040,1073,GREENE AVENUE,"2 5,200",61,C
15021,3032870001,194,HARMAN STREET,"8 0,000",48,D
15022,3032890027,212,IRVING AVENUE,"3 0,400",70,B
15023,3032930001,1245,BROADWAY,"3 4,030",96,A
15024,3032940016,946,BUSHWICK AVENUE,"4 7,634",50,D
15025,3032940042,43,GOODWIN PLACE,"7 1,326",100,A
15026,3032980001,1300,GREENE AVENUE,"1 65,620",75,B
15027,3033030001,415,BLEECKER STREET,"1 07,000",95,A
15028,3033060006,309,CENTRAL AVENUE,"3 7,720",98,A
15029,3033060015,141,MENAHAN STREET,"3 1,470",71,B
15031,3033070004,297,WILSON AVENUE,"8 3,000",87,A
15032,3033140001,95,GROVE STREET,"5 8,920",39,D
15033,3033150001,333,CENTRAL AVENUE,"3 55,000",51,D
15034,3033170001,501,KNICKERBOCKER AVENUE,"3 3,600",75,B
15035,3033230001,93,LINDEN STREET,"7 7,276",100,A
15036,3033230064,107,LINDEN STREET,"2 6,250",61,C
15037,3033240019,190,GROVE STREET,"1 12,500",51,D
15038,3033250001,235,LINDEN STREET,"1 20,440",47,D
15039,3033280026,378,GROVE STREET,"5 0,696",100,A
15040,3033287501,358,GROVE STREET,"5 9,006",95,A
15041,3033300014,36,LINDEN STREET,"3 7,312",100,A
15042,3033300019,44,LINDEN STREET,"4 9,913",41,D
15043,3033300025,1040,BUSHWICK AVENUE,"5 6,250",56,C
15044,3033300032,1103,GATES AVENUE,"5 6,940",6,D
15045,3033310036,1041,BUSHWICK AVENUE,"5 2,630",28,D
15046,3033320047,1255,GATES AVENUE,"6 6,300",68,C
15047,3033330013,170,LINDEN STREET,"2 7,252",7,D
15048,3033330017,174,LINDEN STREET,"2 7,252",7,D
15049,3033330033,1349,GATES AVENUE,"5 3,853",70,B
15050,3033330058,150,LINDEN STREET,"4 7,119",67,C
15051,3033350001,561,KNICKERBOCKER AVENUE,"6 1,650",100,A
15053,3033380001,315,WYCKOFF AVENUE,"2 5,800",48,D
15054,3033400020,87,PALMETTO STREET,"7 7,160",42,D
15055,3033410001,1240,GATES AVENUE,"1 23,800",49,D
15056,3033430001,235,PALMETTO STREET,"2 13,635",69,C
15057,3033540001,17,RIDGEWOOD PLACE,"3 8,425",25,D
15058,3033577501,1427,BROADWAY,"4 7,668",99,A
15059,3033580001,80,WOODBINE STREET,"8 2,440",73,B
15060,3033600001,190,WOODBINE STREET,"1 22,080",69,C
15061,3033650098,380,IRVING AVENUE,"2 18,424",58,C
